instance,instance_file,n,variant,time_dependent,solver,seed,deterministic,feasible,reason,total_dv_kms,reference_dv_kms,reference_kind,gap_pct,runtime_s,runtime_note,feasibility_rate,feasibility_is_structural,best_raw_dv_kms,best_repaired_dv_kms,best_was_raw_sample,mean_feasible_dv_kms,mean_random_permutation_dv_kms,random_permutation_method,optimal_sample_probability,uniform_optimal_probability,uniform_feasible_probability,num_optimal_sequences,num_samples,num_variables,penalty,proven_optimal,certified_lower_bound_kms,sequence_norad
n4_td30d,iridium33_20260402_planecluster-v1_n4_td30d.npz,4,td,True,cpsat,1,False,True,,0.5204973409774242,0.5204973409774242,exact,0.0,0.006514500011689961,configured time limit unless proven_optimal,1.0,True,,,,,,,,,,,,,,True,0.520498,38474 36493 34487 35848
n4_td30d,iridium33_20260402_planecluster-v1_n4_td30d.npz,4,td,True,cpsat,2,False,True,,0.5204973409774242,0.5204973409774242,exact,0.0,0.004931792005663738,configured time limit unless proven_optimal,1.0,True,,,,,,,,,,,,,,True,0.520498,38474 36493 34487 35848
n4_td30d,iridium33_20260402_planecluster-v1_n4_td30d.npz,4,td,True,cpsat,3,False,True,,0.5204973409774242,0.5204973409774242,exact,0.0,0.004696124990005046,configured time limit unless proven_optimal,1.0,True,,,,,,,,,,,,,,True,0.520498,38474 36493 34487 35848
n4_td30d,iridium33_20260402_planecluster-v1_n4_td30d.npz,4,td,True,cpsat,4,False,True,,0.5204973409774242,0.5204973409774242,exact,0.0,0.004650791990570724,configured time limit unless proven_optimal,1.0,True,,,,,,,,,,,,,,True,0.520498,38474 36493 34487 35848
n4_td30d,iridium33_20260402_planecluster-v1_n4_td30d.npz,4,td,True,cpsat,5,False,True,,0.5204973409774242,0.5204973409774242,exact,0.0,0.004710084001999348,configured time limit unless proven_optimal,1.0,True,,,,,,,,,,,,,,True,0.520498,38474 36493 34487 35848
n5_static,iridium33_20260402_planecluster-v1_n5_static.npz,5,static,False,greedy,,True,True,,0.829592459178645,0.829592459178645,exact,0.0,2.995799877680838e-05,wall clock,,,,,,,,,,,,,,,,,,38022 35848 34487 36493 38474
n5_static,iridium33_20260402_planecluster-v1_n5_static.npz,5,static,False,exact,,True,True,,0.829592459178645,0.829592459178645,exact,0.0,0.00024483297602273524,wall clock,,,,,,,,,,,,,,,,,,38022 35848 34487 36493 38474
n5_static,iridium33_20260402_planecluster-v1_n5_static.npz,5,static,False,brute,,True,True,,0.829592459178645,0.829592459178645,exact,0.0,0.0002514170191716403,wall clock,,,,,,,,,,,,,,,,,,38022 35848 34487 36493 38474
n5_static,iridium33_20260402_planecluster-v1_n5_static.npz,5,static,False,sa-qubo,1,False,True,,0.829592459178645,0.829592459178645,exact,0.0,0.17044504100340419,wall clock,1.0,,0.829592459178645,0.829592459178645,True,1.2169163456614307,1.6888136535160798,exact (120 permutations),0.134,5.960464477539063e-08,3.5762786865234375e-06,2,500,25,0.9125517050965095,,,38022 35848 34487 36493 38474
n5_static,iridium33_20260402_planecluster-v1_n5_static.npz,5,static,False,sa-qubo,2,False,True,,0.829592459178645,0.829592459178645,exact,0.0,0.1692914169980213,wall clock,1.0,,0.829592459178645,0.829592459178645,True,1.1930761174793192,1.6888136535160798,exact (120 permutations),0.146,5.960464477539063e-08,3.5762786865234375e-06,2,500,25,0.9125517050965095,,,38022 35848 34487 36493 38474
n5_static,iridium33_20260402_planecluster-v1_n5_static.npz,5,static,False,sa-qubo,3,False,True,,0.829592459178645,0.829592459178645,exact,0.0,0.16947316701407544,wall clock,1.0,,0.829592459178645,0.829592459178645,True,1.2127617714113412,1.6888136535160798,exact (120 permutations),0.116,5.960464477539063e-08,3.5762786865234375e-06,2,500,25,0.9125517050965095,,,38022 35848 34487 36493 38474
n5_static,iridium33_20260402_planecluster-v1_n5_static.npz,5,static,False,sa-qubo,4,False,True,,0.829592459178645,0.829592459178645,exact,0.0,0.1691553330165334,wall clock,1.0,,0.829592459178645,0.829592459178645,True,1.1850002530323995,1.6888136535160798,exact (120 permutations),0.166,5.960464477539063e-08,3.5762786865234375e-06,2,500,25,0.9125517050965095,,,38022 35848 34487 36493 38474
n5_static,iridium33_20260402_planecluster-v1_n5_static.npz,5,static,False,sa-qubo,5,False,True,,0.829592459178645,0.829592459178645,exact,0.0,0.1697269580035936,wall clock,1.0,,0.829592459178645,0.829592459178645,True,1.2246761730640334,1.6888136535160798,exact (120 permutations),0.122,5.960464477539063e-08,3.5762786865234375e-06,2,500,25,0.9125517050965095,,,38022 35848 34487 36493 38474
n5_static,iridium33_20260402_planecluster-v1_n5_static.npz,5,static,False,qaoa,1,False,False,"N=5 needs 25 qubits, over the qaoa limit of 4 (=16 qubits, 1 MiB statevector)",,0.829592459178645,exact,,9.374984074383974e-06,classical statevector simulation time,,,,,,,,,,,,,,,,,,
n5_static,iridium33_20260402_planecluster-v1_n5_static.npz,5,static,False,qaoa,2,False,False,"N=5 needs 25 qubits, over the qaoa limit of 4 (=16 qubits, 1 MiB statevector)",,0.829592459178645,exact,,6.459013093262911e-06,classical statevector simulation time,,,,,,,,,,,,,,,,,,
n5_static,iridium33_20260402_planecluster-v1_n5_static.npz,5,static,False,qaoa,3,False,False,"N=5 needs 25 qubits, over the qaoa limit of 4 (=16 qubits, 1 MiB statevector)",,0.829592459178645,exact,,3.8339931052178144e-06,classical statevector simulation time,,,,,,,,,,,,,,,,,,
n5_static,iridium33_20260402_planecluster-v1_n5_static.npz,5,static,False,qaoa,4,False,False,"N=5 needs 25 qubits, over the qaoa limit of 4 (=16 qubits, 1 MiB statevector)",,0.829592459178645,exact,,3.6249984987080097e-06,classical statevector simulation time,,,,,,,,,,,,,,,,,,
n5_static,iridium33_20260402_planecluster-v1_n5_static.npz,5,static,False,qaoa,5,False,False,"N=5 needs 25 qubits, over the qaoa limit of 4 (=16 qubits, 1 MiB statevector)",,0.829592459178645,exact,,3.4999975468963385e-06,classical statevector simulation time,,,,,,,,,,,,,,,,,,
n5_static,iridium33_20260402_planecluster-v1_n5_static.npz,5,static,False,ortools,1,False,True,,0.8295924591786451,0.829592459178645,exact,1.3382752125355088e-14,5.000755499990191,"configured time limit, not a measurement",1.0,,,,,,,,,,,,,,,,,38474 36493 34487 35848 38022
n5_static,iridium33_20260402_planecluster-v1_n5_static.npz,5,static,False,ortools,2,False,True,,0.8295924591786451,0.829592459178645,exact,1.3382752125355088e-14,5.000864457979333,"configured time limit, not a measurement",1.0,,,,,,,,,,,,,,,,,38474 36493 34487 35848 38022
n5_static,iridium33_20260402_planecluster-v1_n5_static.npz,5,static,False,ortools,3,False,True,,0.8295924591786451,0.829592459178645,exact,1.3382752125355088e-14,5.0008448750013486,"configured time limit, not a measurement",1.0,,,,,,,,,,,,,,,,,38474 36493 34487 35848 38022
n5_static,iridium33_20260402_planecluster-v1_n5_static.npz,5,static,False,ortools,4,False,True,,0.8295924591786451,0.829592459178645,exact,1.3382752125355088e-14,5.000808791985037,"configured time limit, not a measurement",1.0,,,,,,,,,,,,,,,,,38474 36493 34487 35848 38022
n5_static,iridium33_20260402_planecluster-v1_n5_static.npz,5,static,False,ortools,5,False,True,,0.8295924591786451,0.829592459178645,exact,1.3382752125355088e-14,5.000704833015334,"configured time limit, not a measurement",1.0,,,,,,,,,,,,,,,,,38474 36493 34487 35848 38022
n5_static,iridium33_20260402_planecluster-v1_n5_static.npz,5,static,False,local-search,1,False,True,,0.829592459178645,0.829592459178645,exact,0.0,0.004430958011653274,wall clock,,,,,,,,,,,,,,,,,,38022 35848 34487 36493 38474
n5_static,iridium33_20260402_planecluster-v1_n5_static.npz,5,static,False,local-search,2,False,True,,0.829592459178645,0.829592459178645,exact,0.0,0.0044354170095175505,wall clock,,,,,,,,,,,,,,,,,,38022 35848 34487 36493 38474
n5_static,iridium33_20260402_planecluster-v1_n5_static.npz,5,static,False,local-search,3,False,True,,0.829592459178645,0.829592459178645,exact,0.0,0.004083457984961569,wall clock,,,,,,,,,,,,,,,,,,38022 35848 34487 36493 38474
n5_static,iridium33_20260402_planecluster-v1_n5_static.npz,5,static,False,local-search,4,False,True,,0.829592459178645,0.829592459178645,exact,0.0,0.0043200000072829425,wall clock,,,,,,,,,,,,,,,,,,38022 35848 34487 36493 38474
n5_static,iridium33_20260402_planecluster-v1_n5_static.npz,5,static,False,local-search,5,False,True,,0.829592459178645,0.829592459178645,exact,0.0,0.0042996669944841415,wall clock,,,,,,,,,,,,,,,,,,38022 35848 34487 36493 38474
