instance,n,num_variables,seed,penalty_factor,penalty,path_upper_bound_kms,provably_sufficient,feasibility_rate,best_raw_dv_kms,best_repaired_dv_kms,mean_feasible_dv_kms,reference_dv_kms,gap_pct,reason
n10_td30d,10,100,2,1.05,1.592346109167351,1.5165201039689056,True,1.0,1.5683711839257946,1.5683711839257946,3.6102930621409093,1.5165201039689056,3.4190829268394665,
n10_td30d,10,100,2,1.1,1.6681721143657964,1.5165201039689056,True,1.0,1.7005777898300511,1.7005777898300511,3.6623304905621232,1.5165201039689056,12.13684443611698,
n10_td30d,10,100,2,1.5,2.2747801559533585,1.5165201039689056,True,1.0,1.7108009097865304,1.7108009097865304,4.173876660687067,1.5165201039689056,12.81096144450508,
n10_td30d,10,100,2,2.0,3.033040207937811,1.5165201039689056,True,1.0,1.8144525400237295,1.8144525400237295,4.6034531451117715,1.5165201039689056,19.645795349174787,
n10_td30d,10,100,2,4.0,6.066080415875622,1.5165201039689056,True,1.0,2.4630509057774708,2.4630509057774708,5.168018977712245,1.5165201039689056,62.41465571945841,
n10_td30d,10,100,2,8.0,12.132160831751245,1.5165201039689056,True,1.0,2.655934677093817,2.655934677093817,5.525385086245187,1.5165201039689056,75.13349609694812,
n10_td30d,10,100,3,0.5,0.7582600519844528,1.5165201039689056,False,0.884,1.5165201039689056,1.5165201039689056,2.482595650995437,1.5165201039689056,0.0,
n10_td30d,10,100,3,1.0,1.5165201039689056,1.5165201039689056,False,1.0,1.641059048135447,1.641059048135447,3.486375562262628,1.5165201039689056,8.212152535308226,
n10_td30d,10,100,3,1.05,1.592346109167351,1.5165201039689056,True,1.0,1.8093877630955095,1.8093877630955095,3.61556525444022,1.5165201039689056,19.31182173979336,
n10_td30d,10,100,3,1.1,1.6681721143657964,1.5165201039689056,True,1.0,1.5587452776029718,1.5587452776029718,3.6310476529534443,1.5165201039689056,2.78434644707697,
n10_td30d,10,100,3,1.5,2.2747801559533585,1.5165201039689056,True,1.0,1.7417781037734956,1.7417781037734956,4.171975404039624,1.5165201039689056,14.853611186232495,
n10_td30d,10,100,3,2.0,3.033040207937811,1.5165201039689056,True,1.0,1.9309995708757848,1.9309995708757848,4.630652900405343,1.5165201039689056,27.33095761949606,
n10_td30d,10,100,3,4.0,6.066080415875622,1.5165201039689056,True,1.0,1.8200828528470998,1.8200828528470998,5.166713953118591,1.5165201039689056,20.01706064322761,
n10_td30d,10,100,3,8.0,12.132160831751245,1.5165201039689056,True,1.0,2.2826081709241075,2.2826081709241075,5.499164004635304,1.5165201039689056,50.51618273640174,
n10_td30d,10,100,4,0.5,0.7582600519844528,1.5165201039689056,False,0.876,1.5165201039689056,1.5165201039689056,2.4662949622302155,1.5165201039689056,0.0,
n10_td30d,10,100,4,1.0,1.5165201039689056,1.5165201039689056,False,1.0,1.8032110660307161,1.8032110660307161,3.52357379431726,1.5165201039689056,18.904527629505715,
n10_td30d,10,100,4,1.05,1.592346109167351,1.5165201039689056,True,1.0,1.677093835950606,1.677093835950606,3.5877128472319866,1.5165201039689056,10.588302229654637,
n10_td30d,10,100,4,1.1,1.6681721143657964,1.5165201039689056,True,1.0,1.8503794928555275,1.8503794928555275,3.7060017611582445,1.5165201039689056,22.01483435747894,
n10_td30d,10,100,4,1.5,2.2747801559533585,1.5165201039689056,True,1.0,1.8198907016373593,1.8198907016373593,4.142730494028188,1.5165201039689056,20.00439010828135,
n10_td30d,10,100,4,2.0,3.033040207937811,1.5165201039689056,True,1.0,2.222642089414652,2.222642089414652,4.611295616291916,1.5165201039689056,46.561993052234854,
n10_td30d,10,100,4,4.0,6.066080415875622,1.5165201039689056,True,1.0,2.2398052276275333,2.2398052276275333,5.1853331347230105,1.5165201039689056,47.69373790467454,
n10_td30d,10,100,4,8.0,12.132160831751245,1.5165201039689056,True,1.0,2.8268591522268216,2.8268591522268216,5.5018163907319435,1.5165201039689056,86.4043308643657,
n10_td30d,10,100,5,0.5,0.7582600519844528,1.5165201039689056,False,0.886,1.5165201039689056,1.5165201039689056,2.4760968465432938,1.5165201039689056,0.0,
n10_td30d,10,100,5,1.0,1.5165201039689056,1.5165201039689056,False,1.0,1.5165201039689056,1.5165201039689056,3.533938288879197,1.5165201039689056,0.0,
n10_td30d,10,100,5,1.05,1.592346109167351,1.5165201039689056,True,1.0,1.5587452776029718,1.5587452776029718,3.584149549116099,1.5165201039689056,2.78434644707697,
n10_td30d,10,100,5,1.1,1.6681721143657964,1.5165201039689056,True,1.0,1.8343703500194637,1.8343703500194637,3.6723930630683377,1.5165201039689056,20.959184465719108,
n10_td30d,10,100,5,1.5,2.2747801559533585,1.5165201039689056,True,1.0,1.7417781037734956,1.7417781037734956,4.193574887590537,1.5165201039689056,14.853611186232495,
n10_td30d,10,100,5,2.0,3.033040207937811,1.5165201039689056,True,1.0,2.0454481109943634,2.0454481109943634,4.614123834507854,1.5165201039689056,34.87774449156283,
n10_td30d,10,100,5,4.0,6.066080415875622,1.5165201039689056,True,1.0,2.53497479063473,2.53497479063473,5.174957185353578,1.5165201039689056,67.15734819475276,
n10_td30d,10,100,5,8.0,12.132160831751245,1.5165201039689056,True,1.0,1.8532755478392666,1.8532755478392666,5.467977084352951,1.5165201039689056,22.205801491785948,
n15_td30d,15,225,1,0.5,1.14937738615737,2.29875477231474,False,0.938,2.6127669145229504,2.6127669145229504,4.413271338741762,2.185549471053853,19.54737008369326,
n15_td30d,15,225,1,1.0,2.29875477231474,2.29875477231474,False,1.0,3.095836117984617,3.095836117984617,6.742227892425439,2.185549471053853,41.65024214674177,
n15_td30d,15,225,1,1.05,2.413692510930477,2.29875477231474,True,1.0,3.220172589335241,3.220172589335241,6.955109482389528,2.185549471053853,47.339267858462215,
n15_td30d,15,225,1,1.1,2.528630249546214,2.29875477231474,True,1.0,2.9281011037552283,2.9281011037552283,7.150223775800606,2.185549471053853,33.975512452862624,
n15_td30d,15,225,1,1.5,3.44813215847211,2.29875477231474,True,1.0,3.84265565410128,3.84265565410128,8.252055263278892,2.185549471053853,75.82103287958905,
